utterance_id,emotion,speaker,session,transcript,F_epistemic_pull,F_privacy_pressure,F_computational_drag,F_action_efficiency,emotion_uncertainty,emotion_confidence,identity_confidence,conflict_index,semantic_privacy_tension,F_epistemic_pull_uncalibrated,F_action_efficiency_uncalibrated,emotion_uncertainty_uncalibrated,emotion_confidence_uncalibrated
Ses01F_impro02_F002,sad,Ses01F,Ses01,I don't know.  I put in that. request too. They didn't...,0.3998610764933978,0.7745807479529427,0.32453211933428944,0.44888947870149604,0.5964946937185244,0.5663551325851971,0.8884647642867352,2.8352612437577704,0.6370355091833062,0.8257831453951926,0.9103652310753457,0.12475089946859684,0.9414463946512945
Ses01F_impro02_F003,neu,Ses01F,Ses01,"I guess, you know, everybody has to make sacrifices.",0.17699361216527232,0.9827762250378644,0.17586760653326275,0.28879546500226155,0.7932684691401115,0.4469246756704385,0.9914778448774254,2.81786401147823,0.5005763483359758,0.7678979903471342,0.8913221895599688,0.16620015963053048,0.929006618941933
Ses01F_impro02_F004,sad,Ses01F,Ses01,"There's people that have given more though, you know?",0.46041806650574224,0.8789358136415149,0.24435036277320682,0.5167156089037747,0.5430278155951546,0.6169535624305272,0.9400986275307422,2.926185195426613,0.6796128425971695,0.8688154073751843,0.934083611636707,0.09393720603226927,0.9569403132112243
Ses01F_impro02_F005,sad,Ses01F,Ses01,I know.,0.31533084194257904,0.996911767549031,0.21767444699453756,0.41819271809437586,0.6711279895204985,0.5434552872980472,0.9984719727051975,2.924277822591505,0.4951053935043682,0.8150214474587862,0.8946701605891505,0.13245692387468014,0.9311936649897417
Ses01F_impro02_F006,neu,Ses01F,Ses01,"There's babies over there, though, that need mothers.",0.3240900625651858,0.9989370808948626,0.22212930518828347,0.3930285072234195,0.6633943128402481,0.5246827352658158,0.9994740778894059,2.956976597206725,0.5148438250404331,0.8190283217259393,0.9168818893976397,0.1295877603767591,0.9457033705045699
Ses01F_impro02_F008,sad,Ses01F,Ses01,"Just, you know, kicking myself.",0.25139311111097945,0.974891790591047,0.09183854567976815,0.4238812522990639,0.7275797857732695,0.5476989452808964,0.9875767040243476,2.9816248014389197,0.8481641288972892,0.9359929532424741,0.9789015119256304,0.04583403392567709,0.9862173920281002
Ses01F_impro02_F010,sad,Ses01F,Ses01,things just aren't what they seem.,0.22178189907144413,0.4817400539566743,0.24043969761469947,0.40807242992683823,0.7537240684544325,0.5359055319260022,0.7435700603611232,2.6244597758603883,1.1801002727176404,0.9279460768597382,0.9743339474292759,0.051596082457844465,0.9832336523861522
Ses01F_impro02_F012,sad,Ses01F,Ses01,"If not me then, who?",0.3033649938821465,0.9913602899582593,0.19361073094715928,0.4578133895196915,0.681692856429496,0.5730123880431427,0.9957251560285686,3.0869044872847966,0.7169624454739593,0.9278895957288883,0.9740438706504895,0.051636526352049995,0.9830441611190307
Ses01F_impro02_F013,sad,Ses01F,Ses01,"You'll videotape everything, yeah?",0.297115331011022,0.9997408203977014,0.26693489459037334,0.5124784380776203,0.6872107985031434,0.6137926244535196,0.9998717603143036,3.2399920044896384,0.7066405745134889,0.9789689845150047,0.9943473049865591,0.01506060506531395,0.9963072824049086
Ses01F_impro02_F014,sad,Ses01F,Ses01,"Maybe you can send it to me, like stream it, yeah?",0.24194458370250937,0.966644356752133,0.28539449127446864,0.3999259303011966,0.7359220640683269,0.5298282267846985,0.9834959546314687,3.0904647207319873,0.5863870246787837,0.8868975667771228,0.9515283059282624,0.08098928996089917,0.96833597624804
Ses01F_impro02_F015,sad,Ses01F,Ses01,Last month--  Yeah.,0.3006511259472658,0.9970119555207837,0.22227768481836144,0.4657117348865779,0.6840889802475326,0.5789045696072203,0.9985215447312227,3.1249205989356397,0.6863413182573495,0.9315918137400381,0.9740391448564566,0.04898551509721367,0.9830410740167015
Ses01F_impro02_F016,neu,Ses01F,Ses01,I have to find sitters.,0.3859199329926069,0.9675575838441324,0.2897303944991034,0.4269763062377002,0.6088035852322085,0.5500078617576961,0.983947810441897,2.8494803685486536,0.3349044118621818,0.7540968652233689,0.8380955249820488,0.1760825971105271,0.8942365551066953
Ses01F_impro02_F017,sad,Ses01F,Ses01,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",0.175629586042308,0.6241319093980326,0.25068853153217124,0.2960938471820742,0.7944727928434323,0.45236928348763705,0.8140241542032074,2.568642271837936,0.8190013899775279,0.788767464976424,0.9050543659313076,0.15125635784518277,0.9379770974194865
Ses01F_impro02_F018,neu,Ses01F,Ses01,And your mother is close by.,0.2783090982440596,0.969261060954013,0.16235086315293576,0.4005726278459513,0.7038151666381173,0.530310664456608,0.9847906742123379,2.9716800527192815,0.708456204505384,0.8846677039821007,0.9554004246302321,0.08258600613173009,0.9708654192539606
Ses01F_impro02_F019,sad,Ses01F,Ses01,I'll send you lots of letters.,0.4167503582791092,0.9955694121546285,0.2227812671028111,0.5703412874120001,0.581582836794265,0.6569584266888087,0.9978077884185785,3.159078507215259,0.72237714870038,0.9568099574256071,0.9839178705322122,0.03092780414254241,0.9894943042741411
Ses01F_impro02_F020,sad,Ses01F,Ses01,And I want lots and lots and lots of pictures.,0.7193542890314869,0.9092518846169761,0.2707738167374063,0.8440835400561408,0.314408271448598,0.8611706989326982,0.9550987221836844,3.178785813062665,0.8187344103539,0.9989762460072361,0.9997838657010464,0.0007341998577813004,0.9998586896663977
Ses01F_impro02_M001,sad,Ses01F,Ses01,"I don't understand.  You've already done so much, I don't know why do you have to go back.",0.5306773783958023,0.9479118388559253,0.15279941895463683,0.5706684749583325,0.48099457938093876,0.6572025092578716,0.9742272884590452,2.9200170732299187,0.7185945576087944,0.8799813208537287,0.9393244945656279,0.08594173893308678,0.9603638948960173
Ses01F_impro02_M003,fru,Ses01F,Ses01,I just don't see how they can make you leave when you have a new baby - we have a new kid.,0.3229664521419282,0.998237003461544,0.2242098515230145,0.27875461983025246,0.6643863691089995,0.4394341849331878,0.9991276864400433,2.408249907454737,-0.03664380251437968,0.5277030617761106,0.6580999906940682,0.33819420673382783,0.7766553339860506
Ses01F_impro02_M005,sad,Ses01F,Ses01,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,0.3190287618871323,0.9400883847743676,0.16550047193010073,0.460682740927206,0.6678630281189311,0.5751529299767859,0.9703563200927519,2.9759081273732755,0.7647304139643388,0.908842875033162,0.9614763956356451,0.0652751264507004,0.9748345182270889
Ses01F_impro02_M008,fru,Ses01F,Ses01,I know.,0.6167394669178499,0.9999893409110884,0.36094654960558387,0.7028270633800482,0.4050087815876042,0.7557930826072767,0.9999947258274474,3.3188805694989103,0.5970087884655657,0.9690722552844948,0.9888724236977432,0.022147259740196414,0.9927308424116831
Ses01F_impro02_M009,sad,Ses01F,Ses01,I just don't see why it has to be you.,0.3569482007423445,0.9995905628487096,0.23845590431133767,0.4390461304749799,0.6343832594685256,0.559011974967371,0.9997974143524202,3.0481997671493968,0.5721068328293017,0.8668626120577222,0.943290687931627,0.09533552518835153,0.9629547917258723
Ses01F_impro02_M010,sad,Ses01F,Ses01,What am I going to do? Huh?,0.5901721392737053,0.9995009636016923,0.2633951248029355,0.7540460360484076,0.42846556285965137,0.7940025394579169,0.9997530815235658,3.2592188033410334,0.7334266265317778,0.9970119663006636,0.999310748635742,0.002140742528712029,0.9995496282083368
Ses01F_impro02_M011,sad,Ses01F,Ses01,Yeah.,0.480272738012903,0.9991801290512774,0.35282060663265447,0.5331275178947503,0.5254977616503249,0.6291968796186267,0.9995943357339794,3.1314117501697325,0.42741027880186855,0.8564073251546576,0.9230036893311429,0.10282214082500295,0.9497024070055863
Ses01F_impro02_M012,neu,Ses01F,Ses01,Don't you guys have access to computers over there.,0.27917227801744005,0.7248083271582821,0.21310830548639623,0.3937109683057379,0.7030530493708541,0.5251918526088348,0.8638378585234425,2.7053726477025197,0.8295393824131627,0.8403463051874168,0.9271097098704243,0.11432279923276686,0.952384645267024
Ses01F_impro02_M013,sad,Ses01F,Ses01,I just don't know how I'm going to do it without you.,0.29578340551875976,0.9779433486912862,0.15277226714375286,0.45889406078786915,0.6883867799703477,0.5738185709874692,0.9890865850501438,3.025675791367602,0.7642445596975234,0.9246753539752879,0.9702848215572747,0.05393811719270203,0.980588580293756
Ses01F_impro02_M014,sad,Ses01F,Ses01,I can't raise a baby by myself.  How?,0.46451185461940697,0.9777717670379616,0.29198266673693357,0.5585455874431325,0.5394133349201475,0.6481588107359106,0.9890016881305311,3.163486116388287,0.6239772488384963,0.9252258590596237,0.9685058235537677,0.0535439223694842,0.9794264583641703
Ses01F_impro02_M015,neu,Ses01F,Ses01,I know.,0.4180918890695706,0.9999856513862935,0.2285803559026637,0.6045787643243549,0.5803983746329567,0.6824996534765445,0.9999929002867567,3.2116138084881722,0.7544817939102578,0.9865372161285114,0.9965105850707034,0.009641295039218796,0.9977204347640816
Ses01F_impro02_M016,fru,Ses01F,Ses01,It's just not fair.,0.2719167617228478,0.22622130335361632,0.49142917047544454,0.3103642258655416,0.7094590778964794,0.46301501474973794,0.6171418880643311,2.2668041906532257,0.8315032429951041,0.7039507597149581,0.8452029571092069,0.2119902313148448,0.898879451119917
Ses01F_impro03_F000,hap,Ses01F,Ses01,Well Vegas was awesome.,0.19576331843383069,0.3580108390332349,0.30708603282876124,0.18338015568237806,0.7766963509210936,0.36828464243636316,0.6823500580498713,1.4603985877567571,0.13020484403276483,0.46420474202194156,0.3310969738728194,0.38366283117045674,0.5630421786370923
Ses01F_impro03_F001,hap,Ses01F,Ses01,"And, um, I got married.",0.37088596021085196,0.999794755785277,0.18570365731512958,0.46318462025237467,0.6220773557790651,0.5770193369963003,0.9998984470152099,3.0191751336722685,0.6481783074714552,0.8833519047104064,0.9503248158614553,0.08352819772278759,0.9675498021231012
Ses01F_impro03_F002,hap,Ses01F,Ses01,Yeah.  In the old town part.,0.3644337994867662,0.9555628388292605,0.3871607395480188,0.4720300258076587,0.6277740869243345,0.583618027369874,0.9780129282235971,3.1764575467315677,0.4910103899770091,0.8862973134613253,0.9474366548929631,0.08141910751652116,0.9656631247962906
Ses01F_impro03_F004,hap,Ses01F,Ses01,Um- Yes.  It was very romantic.,0.4882773032096586,0.8634229427646416,0.47756961338096676,0.5563057117392497,0.5184303840987283,0.6464878589459858,0.9324230111330791,3.2351172251549154,0.5531321128636983,0.9243736316321491,0.9697510373771575,0.05415416857732801,0.9802398883333618
Ses01F_impro03_F005,hap,Ses01F,Ses01,It was at the slot machines.,0.4088077290613612,0.9447358543400988,0.42498069401603616,0.5582660778805724,0.5885955299330403,0.6479502960388445,0.9726558424628856,3.3284928811094736,0.5890597843972036,0.9685739928765494,0.990202339876789,0.022504045658083126,0.99359960378923
Ses01F_impro03_F006,hap,Ses01F,Ses01,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",0.6617570059039521,0.9995204094071223,0.32326745007598445,0.781920086857771,0.3652619700321863,0.8147966375463165,0.9997627031174158,3.3163234182872343,0.6707476993210207,0.9948655933656424,0.998669965438485,0.0036776749272581146,0.9991310396522088
Ses01F_impro03_F008,hap,Ses01F,Ses01,"Yeah.  Well.  You know, because he's leaving the next day.",0.1831706679199162,0.9999534195628969,0.28155519584081345,0.3029838734710261,0.7878146332224498,0.4575092569871469,0.9999769522965908,2.9584782420501603,0.3954610112427397,0.7839718885432471,0.892997738103203,0.15469027963463225,0.9301011630068163
Ses01F_impro03_F009,hap,Ses01F,Ses01,But we're going to have a honeymoon cruise.,0.417515117748443,0.9988501490613003,0.33013924232704966,0.5008125445284359,0.580907616620141,0.6050898443513509,0.9994310648705736,3.1527701425130097,0.4947913597363098,0.881143319608554,0.9426374315161058,0.08510967778275207,0.9625280550996236
Ses01F_impro03_F010,hap,Ses01F,Ses01,Oh.  I hadn't even thought about that.,0.2523148932717504,0.88436220900445,0.313210208049615,0.4548310524164414,0.7267659273824184,0.5707875585527399,0.9427835547475375,3.1463956160854742,0.7512507819773444,0.9605236200957719,0.9882995789356375,0.02826859782200087,0.9923566343130911
Ses01F_impro03_F012,hap,Ses01F,Ses01,Oh.  Totally.,0.16324062865006164,0.508135759402519,0.15832010354059892,0.30816561733382947,0.8054112307484839,0.461374848353433,0.7566303965913469,2.4537847292572055,1.1208730033709697,0.8463506872707968,0.9409781790432907,0.11002329973450968,0.9614441563647311
Ses01F_impro03_F013,hap,Ses01F,Ses01,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],0.323154093093838,0.9993202386764073,0.24831750748276857,0.48232109502111464,0.6642206974680432,0.5912951857464106,0.9996636606026419,3.1797575414723647,0.6844820491540133,0.9491739916868328,0.9829458036263564,0.03639561588514358,0.9888593062212526
Ses01F_impro03_F015,exc,Ses01F,Ses01,"Yeah, so [LAUGHTER] He's calling me now",0.3616747394167009,0.9999839373046568,0.25839580681084545,0.5294930021791402,0.6302101117081153,0.6264855235688329,0.9999920521759704,3.200953512191737,0.6841940239607327,0.957273360911057,0.9853004071651781,0.030595979314356092,0.990397439711313
Ses01F_impro03_F016,hap,Ses01F,Ses01,"He likes to keep tabs, you know.",0.5038099685562064,0.9999999912820735,0.25896068200083255,0.6317903851144507,0.504716308731943,0.7027995774353367,0.9999999955265781,3.2241416813664214,0.706220334800609,0.9735777142658295,0.9916032938176856,0.018921079533695866,0.9945147702446424
Ses01F_impro03_F017,neu,Ses01F,Ses01,"Uh, I think seven hundred and fifty dollars.",0.4681159675341914,0.9880614205630373,0.30189234619506167,0.6055367803893555,0.5362311974671737,0.6832143353920699,0.9940929077990378,3.245583587349904,0.6656760538337063,0.967125045956606,0.9885047746351994,0.023541578991037128,0.9924906774215417
Ses01F_impro03_F018,neu,Ses01F,Ses01,Penny slots. That's what he plays.,0.06288310692642711,0.9959189416739661,0.24061534042089233,0.15854929065163254,0.8940187289360126,0.34976076707284093,0.997980732197418,2.500793611112638,0.02772504692292127,0.5269361627215517,0.7373231662962281,0.3387433526833196,0.8284074942005013
Ses01F_impro03_F019,neu,Ses01F,Ses01,Yeah.,0.4026273584398854,0.9999537118594009,0.035855737624298036,0.4913749017508674,0.5940522926074787,0.598049343816204,0.9999770969220348,2.8097002964336477,0.7380813974662501,0.8528797742839076,0.9210110726660414,0.10534807987888954,0.9484007397079237
Ses01F_impro03_F021,hap,Ses01F,Ses01,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,0.578765882131191,0.9999953206666505,0.31879018102444134,0.6722679583323972,0.438536356674838,0.7329959286449576,0.9999976845518648,3.278995911171333,0.6414249077891496,0.9704695803311483,0.9897408291490932,0.021146690780133346,0.9932981241156513
Ses01F_impro03_F022,neu,Ses01F,Ses01,Fifty bucks. Mmhmm.,0.666143096452006,0.9714398938315417,0.2667363806727909,0.784158507316332,0.3613894101720767,0.8164665037202979,0.9858687393554868,3.2331774811336627,0.7568249321249971,0.9959739127703493,0.9990272938589807,0.0028840514272420723,0.999364462732338
Ses01F_impro03_F023,neu,Ses01F,Ses01,Yeah.,0.2739691643695751,0.9990949368059882,0.21628155729887408,0.4463226940726439,0.7076469739238368,0.5644403060783079,0.999552183446367,3.125659952699564,0.6949069644898395,0.9338651114167938,0.9764183471779079,0.04735769693293411,0.9845952765437582
Ses01F_impro03_F024,hap,Ses01F,Ses01,Well so now we're married. We have cat children.,0.23554764750713955,0.9997785812830466,0.185627878764769,0.23553184042721637,0.7415700364634392,0.4071899043760872,0.9998904440301062,2.2396869218834,-0.1311259982122313,0.5162488121276642,0.5380316497079203,0.34639613991071955,0.6982212650135742
Ses01F_impro03_F025,hap,Ses01F,Ses01,"We renamed Brenda, Lumber Janet.",0.5798692074646206,0.9834380452765771,0.43343758148104383,0.6642798883452226,0.4375622104842681,0.7270368123332906,0.9918053070420297,3.3759874688616502,0.5422362153464083,0.9694703709039809,0.9896414712000483,0.02186218495940136,0.9932332190110721
Ses01F_impro03_F026,hap,Ses01F,Ses01,She needs a new name each state that we go into. [LAUGHTER],0.25551849251633635,0.99748238006595,0.27583981557236736,0.33635053876297727,0.7239374108010711,0.4824008565508013,0.9987543061834001,2.897873570042636,0.3512291787660011,0.757998722117939,0.8665526522863795,0.17328863238151504,0.9128260372917113
Ses01F_impro03_M000,neu,Ses01F,Ses01,So what's up?  What's new?,0.2579776957338192,0.9342795562866001,0.2521532806884722,0.2779779033862757,0.7217661351368918,0.4388547529003847,0.9674821687157562,2.4499506156372535,0.07708494168710889,0.5750370800896735,0.6884806985725076,0.3043001964653971,0.7965013859727694
Ses01F_impro03_M001,neu,Ses01F,Ses01,Yeah.  I heard.,0.1238422948504729,0.7638876763009372,0.1705624878784891,0.2404380976778433,0.8401967428932758,0.41084998217440233,0.8831739372847597,2.4993760506731597,0.6304757223143069,0.707340333833705,0.8575855526600281,0.2095630919322267,0.9069683223870184
Ses01F_impro03_M002,sur,Ses01F,Ses01,Shut up.  No- in Vegas?,0.2834732476151375,0.8523795855218528,0.19246226735058766,0.3711687705005891,0.699255644360375,0.5083753276087832,0.9269588662555266,2.7895644117288,0.6998807059839188,0.8238388065031985,0.9208837523531608,0.12614316331431552,0.9483175683230269
Ses01F_impro03_M003,exc,Ses01F,Ses01,Who did you marry?,0.11338580743951726,0.7219344210930927,0.3328041602850581,0.1602102144224838,0.8494289675775963,0.35099981955375387,0.8624158779826132,2.1491082107101267,0.039631047953825216,0.46424832380939246,0.6301213055225835,0.3836316239836595,0.7583783918339757
Ses01F_impro03_M006,neu,Ses01F,Ses01,He turned to you and was like...,0.29340032055569715,0.9891633145964523,0.2907612909474795,0.3978572650282198,0.6904908494304006,0.5282849983213316,0.9946381141620958,2.951129647126833,0.39128043603896934,0.7939655252045582,0.8772395163783429,0.14753423339800012,0.9198071801009157
Ses01F_impro03_M007,hap,Ses01F,Ses01,[LAUGHTER] That's really romantic.,0.7008721942287988,0.9513564945183747,0.15456723454821256,0.7991234560203743,0.3307264522247306,0.8276303856177648,0.9759316703040856,3.0987192645086385,0.8868718063754644,0.994309601221017,0.9984859342210345,0.004075798816387166,0.9990108221403815
Ses01F_impro03_M008,neu,Ses01F,Ses01,Yeah.,0.29640148434437646,0.9967788365598276,0.2515797369532911,0.41983705599176835,0.6878410668291703,0.5446819666839284,0.998406199755201,3.048939842063817,0.5522226950375797,0.8647007730118834,0.9358804955388148,0.0968835322544949,0.9581141190184497
