J,alpha_text,alpha_audio,privacy_gate,complexity_gate,epistemic_gain,action_gain,privacy_cost,drag_cost,balance_cost,overcompression_cost,t,x_raw,trajectory
-1.335777697632789,0.921473094518454,0.9128101814675099,0.9263036195362679,0.607561876137907,0.7554279322410921,0.8109543422733534,0.06262433150174579,0.10603358025293655,7.504606252821817e-05,0.022288899650779414,53,"[2.4625322681470148, 2.348440388441716, 2.5312483775375845, 0.4370751451691496]",balanced
-1.3402973916305216,0.9230860189404982,0.9145797233314616,0.9278137815252058,0.6097865112046178,0.7568138564396467,0.8124497632686449,0.06134105429842207,0.10543250200254091,7.235706498831528e-05,0.022243744508245972,54,"[2.4850347568097715, 2.3708811366649343, 2.553581898361676, 0.44641491775902764]",balanced
-1.3446601663615545,0.9246393796673044,0.9162851113935908,0.929267627987087,0.6120062024019006,0.758149042047095,0.8138904875642665,0.060105631850147376,0.10483275954534138,6.979379838917678e-05,0.02220214294860287,55,"[2.5071189398529965, 2.3929107309448163, 2.5754934324706964, 0.4557530631810053]",balanced
-1.3488739373952685,0.9261362157514205,0.9179295370717013,0.9306680812111892,0.6142206211893162,0.7594360475258757,0.8152792697113018,0.058915580908608586,0.10423444165028502,6.734957495215664e-05,0.022163901048662064,56,"[2.528798681533155, 2.414542448394438, 2.596997306398438, 0.46508853292752395]",balanced
-1.352946120847789,0.927579374396742,0.9195159970302306,0.9320178745693226,0.6164294513269771,0.7606772723156765,0.8166186933403509,0.05776857876024387,0.10363763376281004,6.501805455476856e-05,0.022128836657478463,57,"[2.550087226841517, 2.4357889976200777, 2.618107183915683, 0.4744203179519041]",balanced
-1.3568836698983393,0.9289715250036121,0.9210473067946736,0.9333195667966964,0.6186323884091276,0.7618749682370332,0.8179111833900713,0.0566624510909153,0.10304241813086891,6.279323422287274e-05,0.022096778570928535,58,"[2.570997234183185, 2.4566625466172356, 2.63883610291403, 0.4837474467095232]",balanced
-1.3606931083598215,0.9303151720777179,0.9225261133351789,0.934575555065896,0.620829139428881,0.7630312499985474,0.8191590173776562,0.05559516087614868,0.10244887392253253,6.0669436094723075e-05,0.022067565770240914,59,"[2.5915408062395158, 2.4771747493326637, 2.659196510042969, 0.4930689833377161]",balanced
-1.3643805615528375,0.9316126670990846,0.92395490669829,0.9357880869630728,0.6230194223717604,0.7641481048805849,0.820364335788736,0.05456479820423139,0.10185707733581237,5.864129435597923e-05,0.02204104671938745,60,"[2.611729519090104, 2.4973367709250485, 2.6792002932229804, 0.5023840259646833]",balanced
-1.3679517847136424,0.9328662194400563,0.9253360307608169,0.9369592714664893,0.625202965836418,0.7652274016631139,0.8215291516587133,0.05356957094706976,0.10126710170113906,5.6703741544944924e-05,0.022017078716601492,61,"[2.631574449681366, 2.5171593117682547, 2.698858812173008, 0.5116917051408015]",balanced
-1.3714121891461293,0.934077906414561,0.9266716931740026,0.9380910890171535,0.6273795086786385,0.766270898860204,0.8226553594120519,0.052607796202553306,0.10067901757754959,5.48519945646234e-05,0.021995527295547747,62,"[2.6510862017443055, 2.536652630237154, 2.718182927068477, 0.5209911823760155]",balanced
-1.3747668663090618,0.9352496825316415,0.9279639745617586,0.9391854007633388,0.6295487996768606,0.7672802523178577,0.8237447430199816,0.05167789243892024,0.10009289284306075,5.308154062241559e-05,0.021976265672159184,63,"[2.67027493022675, 2.5558265643273317, 2.7371830254487723, 0.5302816487759293]",balanced
-1.378020610014592,0.9363833880218589,0.9292148370313891,0.940243957052994,0.6317105972189903,0.768257022227883,0.8247989835327753,0.0507783722782354,0.0995087927792898,5.1388123302966534e-05,0.021959174233459687,64,"[2.6891503643352506, 2.574690552153355, 2.7558690474860787, 0.539562323775819]",balanced
-1.3811779368970047,0.9374807566977312,0.930426132051196,0.9412684052407014,0.6338646690061147,0.7692026796056552,0.8258196660376919,0.04990783586234013,0.09892678015150823,4.976772890350301e-05,0.021944140064888932,65,"[2.7077218292554313, 2.5932536513776774, 2.7742505097146792, 0.5488324539539152]",balanced
-1.3842431052989532,0.9385434232051879,0.9315996077452507,0.9422602968702606,0.6360107917729282,0.7701186122761979,0.8268082860900018,0.04906496474937023,0.09834691528418066,4.8216573141662365e-05,0.021931056513011225,66,"[2.7259982666366573, 2.611524557624575, 2.792336527326786, 0.5580913119231784]",balanced
-1.3872201327073121,0.9395729297169368,0.9327369156508967,0.9432210942875804,0.6381487510242091,0.7710061304085094,0.8277662556597468,0.04824851629437633,0.0977692561321665,4.673108831109912e-05,0.02191982278080155,67,"[2.743988253905531, 2.629511621921085, 2.810135835123115, 0.5673381952988471]",balanced
-1.390112811859924,0.9405707321147858,0.9338396169814592,0.9441521767335228,0.6402783407841871,0.7718664716351735,0.8286949086338089,0.04745731847186115,0.09719385834843891,4.5307910938098125e-05,0.02191034355280101,68,"[2.7617000224804884, 2.6472228672146794, 2.827656807202525, 0.5765724257281585]",balanced
-1.3929247256345005,0.9415382057034697,0.9349091884335191,0.9450548459622103,0.6423993633579078,0.7727008057911026,0.8295955059094994,0.0466902651015593,0.09662077534856213,4.3943869965303e-05,0.021902528647734173,69,"[2.7791414749504457, 2.6646660040209182, 2.8449074754793164, 0.5857933479783556]",balanced
-1.395659260820195,0.9424766504952627,0.9359470275738694,0.9459303314253075,0.6445116291054929,0.77351023930221,0.8304692401125632,0.04594631144303552,0.09605005837168454,4.2635975495585596e-05,0.02189629269645688,70,"[2.7963202012858885, 2.681848445235654, 2.8618955470969683, 0.5950003290868672]",balanced
-1.3983196208638329,0.9433872961001918,0.9369544578396937,0.9467797950597777,0.6466149562253654,0.7742958192522014,0.8313172399698159,0.045224470127234094,0.0954817565391094,4.138140808572847e-05,0.021891554843117965,71,"[2.813243494129029, 2.6987773201658096, 2.8786284208168063, 0.6041927575565625]",balanced
-1.4009088376751024,0.9442713062548407,0.9379327331819707,0.9476043357124305,0.6487091705483311,0.7750585371535408,0.8321405743642665,0.04452380739667019,0.09491591690993241,4.017750860011266e-05,0.02188823846775822,72,"[2.8299183632294818, 2.715459487817581, 2.895113202441055, 0.6133700426042415]",balanced
-1.4034297825668887,0.9451297830189356,0.9388830423797179,0.9484049932321931,0.6507941053386238,0.7757993324460364,0.8329402560978364,0.04384343962797562,0.09435258453479771,3.902176861365405e-05,0.021886270928565595,73,"[2.8463515490716946, 2.7319015494801504, 2.9113567193390506, 0.6225316134452624]",balanced
-1.4058851764008613,0.9459637706666333,0.9398065130507424,0.9491827522575316,0.6528696011046893,0.7765190957447486,0.833717245384928,0.043182530113494884,0.09379180250702238,3.7911821348446745e-05,0.02188558332234618,74,"[2.862549535742713, 2.748109860646483, 2.9273655341271327, 0.6316769186263532]",balanced
-1.4082775990023313,0.9467742592972721,0.940704215382153,0.9499385457248448,0.6549355054157507,0.7772186718570464,0.8344724530980667,0.04254028607998809,0.09323361201215903,3.684543313147461e-05,0.02188611026167463,75,"[2.87851856308962, 2.7640905423054054, 2.943145957567492, 0.640805425389121]",balanced
-1.4106094979021129,0.9475621881878485,0.9415771656021096,0.950673258120083,0.6569916727259575,0.7778988625868462,0.8352067437849585,0.0419159559255312,0.09267805237550944,3.582049535180551e-05,0.02188778966751085,76,"[2.8942646382062938, 2.779849491639549, 2.9587040607213373, 0.6499166190720301]",balanced
-1.4128831964597166,0.9483284489078827,0.9424263292130377,0.9513877284952801,0.6590379642037761,0.7785604293428889,0.8359209384750365,0.04130882665618343,0.09212516110822158,3.483501689227722e-05,0.021890562576003105,77,"[2.9097935462929976, 2.7953923921711223, 2.974045686418944, 0.6590100025403584]",balanced
-1.4151009014151401,0.9490738882151513,0.9432526240033442,0.9520827532685368,0.6610742475675419,0.7792040955657307,0.8366158172912009,0.040718221506670406,0.09157497395172236,3.3887117023665724e-05,0.02189437295848192,78,"[2.9251108609214467, 2.810724723367172, 2.9891764600796096, 0.6680850956480161]",balanced
-1.4172647099154043,0.9497993107498056,0.9440569228556619,0.9527590888250687,0.6631003969258977,0.7798305489880568,0.8372921218824678,0.040143497730113754,0.09102752492082963,3.2975018726808334e-05,0.021899167553546477,79,"[2.9402219537484826, 2.825851769758733, 3.0041017999273696, 0.6771414347254007]",balanced
-1.4193766160551438,0.9505054815420826,0.9448400563657101,0.9534174539350656,0.6651162926230775,0.7804404437404289,0.8379505576904747,0.039584044543428114,0.09048284634555549,3.209704242907508e-05,0.021904895710400094,80,"[2.9551320037020585, 2.8407786295796957, 3.018826926638227, 0.6861785720928965]",balanced
-1.4214385169698112,0.9511931283486703,0.9456028152865347,0.954058532002956,0.6671218210878642,0.7810344023147506,0.8385917960630324,0.03903928121598325,0.08994096891191646,3.1251600132684395e-05,0.021911509242506427,81,"[2.9698460056853877, 2.8555102229642495, 3.0333568724573574, 0.6951960755945813]",balanced
-1.4234522185150411,0.9518629438299223,0.9463459528112044,0.9546829731611448,0.6691168746876621,0.78161301739582,0.8392164762258957,0.038508655290426484,0.089401921701362,3.0437189900614443e-05,0.021918962290886662,82,"[2.984368778808581, 2.870051299730877, 3.047696489816218, 0.7041935281583561]",balanced
-1.4254194405635632,0.9525155875810085,0.9470701867050387,0.9552913962203184,0.6711013515853863,0.7821768535709979,0.8398252071234324,0.037991640925389286,0.0888657322294419,2.965239070001251e-05,0.021927211196262727,83,"[2.9987049741971235, 2.8844064467602872, 3.061850459480639, 0.7131705273720063]",balanced
-1.4273418219486003,0.9531516880269835,0.9477762012993302,0.9558843904875868,0.6730751555997527,0.7827264489269433,0.8404185691378951,0.037487737350500386,0.08833242648355458,2.8895857559176906e-05,0.021936214379431267,84,"[3.012859082379908, 2.8985800950088594, 3.0758232982640994, 0.722126685077526]",balanced
-1.429220925080141,0.9537718441930546,0.9484646493557429,0.9564625174621849,0.6750381960692726,0.7832623165419267,0.8409971156963433,0.03699646742544413,0.08780202895969488,2.8166317041187744e-05,0.021945932229265625,85,"[3.02683544030579, 2.912576526160712, 3.0896193663240563, 0.7310616269848719]",balanced
-1.4310582402583791,0.9543766273582238,0.9491361538117363,0.9570263124183364,0.6769903877188889,0.7837849458812558,0.8415613747734016,0.03651737629490461,0.08727456269848771,2.7462562991435168e-05,0.021956326997776377,86,"[3.04063823798633, 2.926399878959193, 3.1032428740743607, 0.7399749923000937]",balanced
-1.432855189706085,0.9549665826017616,0.949791309414162,0.9575762858835242,0.6789316505293932,0.784294804102746,0.8421118502972015,0.03605003013238805,0.08675004932047048,2.6783452566287147e-05,0.021967362701743313,87,"[3.054271524805911, 2.940054155207691, 3.1166978887316317, 0.748866433368231]",balanced
-1.4346131313413293,0.9555422302498295,0.95043068425039,0.9581129250201942,0.6808619096097656,0.7847923372790134,0.8426490234658714,0.03559401496610492,0.08622850906058598,2.6127902504386226e-05,0.02197900503042979,88,"[3.067739215507008, 2.9535432254867846, 3.1299883405231794, 0.7577356153313647]",balanced
-1.4363333623083228,0.956104067229597,0.9510548211832307,0.9586366949177476,0.6827810950714666,0.7852779715422392,0.8431733539805982,0.0351489355810846,0.08570996080214752,2.5494885636745222e-05,0.021991221258953475,89,"[3.081045095871586, 2.966870834583454, 3.1431180285700773, 0.7665822157971597]",balanced
-1.4380171222846496,0.9566525683377021,0.9516642391969572,0.9591480398015908,0.6846891419054202,0.7857521141572126,0.8436852812015155,0.03471441449177172,0.08519442211007723,2.488342761640449e-05,0.022003980166912282,90,"[3.0941928281207827, 2.9800406066599474, 3.156090626469474, 0.7754059245210082]",balanced
-1.4396655965803078,0.9571881874291089,0.952259434660188,0.9596473841651948,0.6865859898610591,0.7862151545275267,0.8441852252316417,0.034290090980045734,0.08468190926358696,2.4292603857145514e-05,0.022017251961901747,91,"[3.107185956047635, 2.99305605016735, 3.168909687592078, 0.7842064430986645]",balanced
-1.4412799190429597,0.9577113585314088,0.9528408825116518,0.9601351338306913,0.6884715833274064,0.7866674651394456,0.8446735879337606,0.033875620193967594,0.08417243728830912,2.3721536659027857e-05,0.022031008207604248,92,"[3.120027909883631, 3.0059205625236753, 3.181578650111136, 0.7929834846689826]",balanced
