utterance_id,emotion,speaker,session,g_text,g_audio,gate_sum,gate_preference,F_epistemic_pull,F_privacy_pressure,F_computational_drag,F_action_efficiency,emotion_uncertainty
Ses01F_impro01_M006,fru,Ses01F,Ses01,0.5917484796410611,0.3179349426511181,0.9096834222921792,text-preferred,0.8202309951297347,0.7458368941869307,0.30105525902606933,0.920072341851388,0.1287265737260131
Ses01F_impro01_M007,fru,Ses01F,Ses01,0.6166657514478044,0.27327054844306153,0.889936299890866,text-preferred,0.9894106698569289,0.9468084743327781,0.3668790003637802,0.9971604030042053,0.007583728966301333
Ses01F_impro01_M008,fru,Ses01F,Ses01,0.6190397807636203,0.3105190023547603,0.9295587831183807,text-preferred,0.9299888705707875,0.8200064770844971,0.23480405627206433,0.9711083953857044,0.05013331902711423
Ses01F_impro01_M009,fru,Ses01F,Ses01,0.5329404410710065,0.3903165244176867,0.9232569654886932,text-preferred,0.773534837704133,0.43352637433856483,0.25581011503768947,0.8954219792281906,0.16216383715027852
Ses01F_impro01_M010,fru,Ses01F,Ses01,0.5387336001540388,0.34427827190536625,0.8830118720594051,text-preferred,0.9951084499077222,0.580934934674382,0.3899604264686496,0.9988476939746507,0.0035037750044483724
Ses01F_impro01_M011,ang,Ses01F,Ses01,0.6346965972588435,0.2717239874847609,0.9064205847436044,text-preferred,0.9985341036562313,0.9816438623477544,0.3119313841879852,0.9996687422490641,0.0010508004321460604
Ses01F_impro01_M013,ang,Ses01F,Ses01,0.5494105545982739,0.3684566326957685,0.9178671872940425,text-preferred,0.9870524823798899,0.5323605148660768,0.2737760423531922,0.9962384180919951,0.009272333344492163
Ses01F_impro02_F000,sad,Ses01F,Ses01,0.6603033883732732,0.2638015728512751,0.9241049612245482,text-preferred,0.4942930212841392,0.999990440672084,0.2529834625848394,0.38091268619036794,0.36211780958541784
Ses01F_impro02_F001,sad,Ses01F,Ses01,0.6384649170579513,0.26807128889603143,0.9065362059539828,text-preferred,0.9694724762297081,0.9998381950090859,0.31154598015339074,0.9890330774119347,0.021860677419277857
Ses01F_impro02_F002,sad,Ses01F,Ses01,0.5931500887353409,0.30949027546437236,0.9026403641997133,text-preferred,0.8257831453951926,0.7745807479529427,0.32453211933428944,0.9103652310753457,0.12475089946859684
Ses01F_impro02_F003,neu,Ses01F,Ses01,0.6658020750706889,0.28143764296933227,0.9472397180400212,text-preferred,0.7678979903471342,0.9827762250378644,0.17586760653326275,0.8913221895599688,0.16620015963053048
Ses01F_impro02_F004,sad,Ses01F,Ses01,0.6298919882111006,0.29680290295693734,0.9266948911680379,text-preferred,0.8688154073751843,0.8789358136415149,0.24435036277320682,0.934083611636707,0.09393720603226927
Ses01F_impro02_F005,sad,Ses01F,Ses01,0.6595212649036095,0.27517640099802937,0.9346976659016388,text-preferred,0.8150214474587862,0.996911767549031,0.21767444699453756,0.8946701605891505,0.13245692387468014
Ses01F_impro02_F006,neu,Ses01F,Ses01,0.6586691252540059,0.2746920831895091,0.933361208443515,text-preferred,0.8190283217259393,0.9989370808948626,0.22212930518828347,0.9168818893976397,0.1295877603767591
Ses01F_impro02_F008,sad,Ses01F,Ses01,0.680076093443553,0.2923723428525165,0.9724484362960695,text-preferred,0.9359929532424741,0.974891790591047,0.09183854567976815,0.9789015119256304,0.04583403392567709
Ses01F_impro02_F010,sad,Ses01F,Ses01,0.5446370689187654,0.3832310217968247,0.9278680907155901,text-preferred,0.9279460768597382,0.4817400539566743,0.24043969761469947,0.9743339474292759,0.051596082457844465
Ses01F_impro02_F012,sad,Ses01F,Ses01,0.662068670594489,0.2798481101213632,0.9419167807158522,text-preferred,0.9278895957288883,0.9913602899582593,0.19361073094715928,0.9740438706504895,0.051636526352049995
Ses01F_impro02_F013,sad,Ses01F,Ses01,0.6477696798781183,0.2721498517447697,0.919919531622888,text-preferred,0.9789689845150047,0.9997408203977014,0.26693489459037334,0.9943473049865591,0.01506060506531395
Ses01F_impro02_F014,sad,Ses01F,Ses01,0.6384101518837865,0.275971500733873,0.9143816526176595,text-preferred,0.8868975667771228,0.966644356752133,0.28539449127446864,0.9515283059282624,0.08098928996089917
Ses01F_impro02_F015,sad,Ses01F,Ses01,0.6571104350559536,0.2762062594985379,0.9333166945544915,text-preferred,0.9315918137400381,0.9970119555207837,0.22227768481836144,0.9740391448564566,0.04898551509721367
Ses01F_impro02_F016,neu,Ses01F,Ses01,0.6396117470052849,0.2734691346449841,0.913080881650269,text-preferred,0.7540968652233689,0.9675575838441324,0.2897303944991034,0.8380955249820488,0.1760825971105271
Ses01F_impro02_F017,sad,Ses01F,Ses01,0.5758911375887532,0.3489023029515954,0.9247934405403486,text-preferred,0.788767464976424,0.6241319093980326,0.25068853153217124,0.9050543659313076,0.15125635784518277
Ses01F_impro02_F018,neu,Ses01F,Ses01,0.6646634471921267,0.28663129386199254,0.9512947410541193,text-preferred,0.8846677039821007,0.969261060954013,0.16235086315293576,0.9554004246302321,0.08258600613173009
Ses01F_impro02_F019,sad,Ses01F,Ses01,0.6565024598712743,0.2766631599978824,0.9331656198691567,text-preferred,0.9568099574256071,0.9955694121546285,0.2227812671028111,0.9839178705322122,0.03092780414254241
Ses01F_impro02_F020,sad,Ses01F,Ses01,0.6291787311903368,0.28958912378844137,0.9187678549787782,text-preferred,0.9989762460072361,0.9092518846169761,0.2707738167374063,0.9997838657010464,0.0007341998577813004
Ses01F_impro02_M001,sad,Ses01F,Ses01,0.6625939784882926,0.2915661958253164,0.954160174313609,text-preferred,0.8799813208537287,0.9479118388559253,0.15279941895463683,0.9393244945656279,0.08594173893308678
Ses01F_impro02_M003,fru,Ses01F,Ses01,0.66248390434511,0.27025314019798574,0.9327370445430957,text-preferred,0.5277030617761106,0.998237003461544,0.2242098515230145,0.6580999906940682,0.33819420673382783
Ses01F_impro02_M005,sad,Ses01F,Ses01,0.6579585146454136,0.29239134377555615,0.9503498584209698,text-preferred,0.908842875033162,0.9400883847743676,0.16550047193010073,0.9614763956356451,0.0652751264507004
Ses01F_impro02_M008,fru,Ses01F,Ses01,0.6280586749746704,0.2636573601436545,0.8917160351183249,text-preferred,0.9690722552844948,0.9999893409110884,0.36094654960558387,0.9888724236977432,0.022147259740196414
Ses01F_impro02_M009,sad,Ses01F,Ses01,0.6548243922573029,0.2736388364492956,0.9284632287065986,text-preferred,0.8668626120577222,0.9995905628487096,0.23845590431133767,0.943290687931627,0.09533552518835153
Ses01F_impro02_M010,sad,Ses01F,Ses01,0.648342384612323,0.2726390779467964,0.9209814625591194,text-preferred,0.9970119663006636,0.9995009636016923,0.2633951248029355,0.999310748635742,0.002140742528712029
Ses01F_impro02_M011,sad,Ses01F,Ses01,0.6308385508452502,0.26331526716495346,0.8941538180102037,text-preferred,0.8564073251546576,0.9991801290512774,0.35282060663265447,0.9230036893311429,0.10282214082500295
Ses01F_impro02_M012,neu,Ses01F,Ses01,0.6042400464706073,0.33182746188347395,0.9360675083540813,text-preferred,0.8403463051874168,0.7248083271582821,0.21310830548639623,0.9271097098704243,0.11432279923276686
Ses01F_impro02_M013,sad,Ses01F,Ses01,0.6680618601245932,0.28610645973228094,0.9541683198568742,text-preferred,0.9246753539752879,0.9779433486912862,0.15277226714375286,0.9702848215572747,0.05393811719270203
Ses01F_impro02_M014,sad,Ses01F,Ses01,0.6388092269734057,0.27359597300551425,0.91240519997892,text-preferred,0.9252258590596237,0.9777717670379616,0.29198266673693357,0.9685058235537677,0.0535439223694842
Ses01F_impro02_M015,neu,Ses01F,Ses01,0.6558637132984872,0.27556217993071364,0.9314258932292009,text-preferred,0.9865372161285114,0.9999856513862935,0.2285803559026637,0.9965105850707034,0.009641295039218796
Ses01F_impro02_M016,fru,Ses01F,Ses01,0.4494552015047907,0.403116047352576,0.8525712488573667,text-preferred,0.7039507597149581,0.22622130335361632,0.49142917047544454,0.8452029571092069,0.2119902313148448
Ses01F_impro03_F000,hap,Ses01F,Ses01,0.5169457036069046,0.3909284865444671,0.9078741901513717,text-preferred,0.46420474202194156,0.3580108390332349,0.30708603282876124,0.3310969738728194,0.38366283117045674
Ses01F_impro03_F001,hap,Ses01F,Ses01,0.6658726430523334,0.2784162597531278,0.9442889028054612,text-preferred,0.8833519047104064,0.999794755785277,0.18570365731512958,0.9503248158614553,0.08352819772278759
Ses01F_impro03_F002,hap,Ses01F,Ses01,0.6150792962665935,0.2687724818690008,0.8838517781355943,text-preferred,0.8862973134613253,0.9555628388292605,0.3871607395480188,0.9474366548929631,0.08141910751652116
Ses01F_impro03_F004,hap,Ses01F,Ses01,0.5787900097456491,0.27793910624006096,0.85672911598571,text-preferred,0.9243736316321491,0.8634229427646416,0.47756961338096676,0.9697510373771575,0.05415416857732801
Ses01F_impro03_F005,hap,Ses01F,Ses01,0.6043620952460974,0.2681436965490917,0.8725057917951891,text-preferred,0.9685739928765494,0.9447358543400988,0.42498069401603616,0.990202339876789,0.022504045658083126
Ses01F_impro03_F006,hap,Ses01F,Ses01,0.6357172506389468,0.26730251433825786,0.9030197649772047,text-preferred,0.9948655933656424,0.9995204094071223,0.32326745007598445,0.998669965438485,0.0036776749272581146
Ses01F_impro03_F008,hap,Ses01F,Ses01,0.6467099239604263,0.2688235172873297,0.915533441247756,text-preferred,0.7839718885432471,0.9999534195628969,0.28155519584081345,0.892997738103203,0.15469027963463225
Ses01F_impro03_F009,hap,Ses01F,Ses01,0.6352445635256956,0.26571366377618955,0.9009582273018851,text-preferred,0.881143319608554,0.9988501490613003,0.33013924232704966,0.9426374315161058,0.08510967778275207
Ses01F_impro03_F010,hap,Ses01F,Ses01,0.6158653828544308,0.29017155473068473,0.9060369375851156,text-preferred,0.9605236200957719,0.88436220900445,0.313210208049615,0.9882995789356375,0.02826859782200087
Ses01F_impro03_F012,hap,Ses01F,Ses01,0.5660444801557235,0.3864594887820969,0.9525039689378204,text-preferred,0.8463506872707968,0.508135759402519,0.15832010354059892,0.9409781790432907,0.11002329973450968
Ses01F_impro03_F013,hap,Ses01F,Ses01,0.6518767266998361,0.27362802105533335,0.9255047477551694,text-preferred,0.9491739916868328,0.9993202386764073,0.24831750748276857,0.9829458036263564,0.03639561588514358
Ses01F_impro03_F015,exc,Ses01F,Ses01,0.6498150248697562,0.2726662330869901,0.9224812579567463,text-preferred,0.957273360911057,0.9999839373046568,0.25839580681084545,0.9853004071651781,0.030595979314356092
Ses01F_impro03_F016,hap,Ses01F,Ses01,0.6495587543691311,0.27275304103061926,0.9223117953997504,text-preferred,0.9735777142658295,0.9999999912820735,0.25896068200083255,0.9916032938176856,0.018921079533695866
Ses01F_impro03_F017,neu,Ses01F,Ses01,0.6382838524508575,0.27114844369062396,0.9094322961414815,text-preferred,0.967125045956606,0.9880614205630373,0.30189234619506167,0.9885047746351994,0.023541578991037128
Ses01F_impro03_F018,neu,Ses01F,Ses01,0.657537687837546,0.27027771003618634,0.9278153978737322,text-preferred,0.5269361627215517,0.9959189416739661,0.24061534042089233,0.7373231662962281,0.3387433526833196
Ses01F_impro03_F019,neu,Ses01F,Ses01,0.6981255316062739,0.29111774710643673,0.9892432787127106,text-preferred,0.8528797742839076,0.9999537118594009,0.035855737624298036,0.9210110726660414,0.10534807987888954
Ses01F_impro03_F021,hap,Ses01F,Ses01,0.6369514623656807,0.2674114833269869,0.9043629456926676,text-preferred,0.9704695803311483,0.9999953206666505,0.31879018102444134,0.9897408291490932,0.021146690780133346
Ses01F_impro03_F022,neu,Ses01F,Ses01,0.6422337199216204,0.2777453658765424,0.9199790857981628,text-preferred,0.9959739127703493,0.9714398938315417,0.2667363806727909,0.9990272938589807,0.0028840514272420723
Ses01F_impro03_F023,neu,Ses01F,Ses01,0.6587433436289265,0.2763721891814112,0.9351155328103378,text-preferred,0.9338651114167938,0.9990949368059882,0.21628155729887408,0.9764183471779079,0.04735769693293411
Ses01F_impro03_F024,hap,Ses01F,Ses01,0.6725981973332309,0.27171343903733836,0.9443116363705693,text-preferred,0.5162488121276642,0.9997785812830466,0.185627878764769,0.5380316497079203,0.34639613991071955
Ses01F_impro03_F025,hap,Ses01F,Ses01,0.6097220218972597,0.2602467036584272,0.8699687255556869,text-preferred,0.9694703709039809,0.9834380452765771,0.43343758148104383,0.9896414712000483,0.02186218495940136
Ses01F_impro03_F026,hap,Ses01F,Ses01,0.6478799173188624,0.2693681380094273,0.9172480553282898,text-preferred,0.757998722117939,0.99748238006595,0.27583981557236736,0.8665526522863795,0.17328863238151504
Ses01F_impro03_M000,neu,Ses01F,Ses01,0.643631244669068,0.28072277112439037,0.9243540157934583,text-preferred,0.5750370800896735,0.9342795562866001,0.2521532806884722,0.6884806985725076,0.3043001964653971
Ses01F_impro03_M001,neu,Ses01F,Ses01,0.6224481361481686,0.32638311748828475,0.9488312536364534,text-preferred,0.707340333833705,0.7638876763009372,0.1705624878784891,0.8575855526600281,0.2095630919322267
Ses01F_impro03_M002,sur,Ses01F,Ses01,0.6353578682280168,0.30690345156680704,0.9422613197948237,text-preferred,0.8238388065031985,0.8523795855218528,0.19246226735058766,0.9208837523531608,0.12614316331431552
Ses01F_impro03_M003,exc,Ses01F,Ses01,0.585995838516528,0.3141629133979545,0.9001587519144825,text-preferred,0.46424832380939246,0.7219344210930927,0.3328041602850581,0.6301213055225835,0.3836316239836595
Ses01F_impro03_M006,neu,Ses01F,Ses01,0.642875512352799,0.2698961003629571,0.9127716127157561,text-preferred,0.7939655252045582,0.9891633145964523,0.2907612909474795,0.8772395163783429,0.14753423339800012
Ses01F_impro03_M007,hap,Ses01F,Ses01,0.6616864122735261,0.2919434173620101,0.9536298296355362,text-preferred,0.994309601221017,0.9513564945183747,0.15456723454821256,0.9984859342210345,0.004075798816387166
Ses01F_impro03_M008,neu,Ses01F,Ses01,0.6516098662007125,0.27291621271330013,0.9245260789140126,text-preferred,0.8647007730118834,0.9967788365598276,0.2515797369532911,0.9358804955388148,0.0968835322544949
Ses01F_impro03_M009,neu,Ses01F,Ses01,0.6262259483829491,0.2835124074594211,0.9097383558423702,text-preferred,0.5212924343243791,0.8981839338859438,0.30087214719209965,0.7218515957607795,0.3427846024031051
Ses01F_impro03_M011,neu,Ses01F,Ses01,0.6479638465329604,0.2643114682292053,0.9122753147621656,text-preferred,0.5731602592105521,0.9942406924319741,0.29241561745944783,0.5842056521455605,0.3056441133441108
Ses01F_impro03_M013,hap,Ses01F,Ses01,0.5285328272429672,0.38796953943969126,0.9165023666826585,text-preferred,0.9209732567707553,0.4389273584489052,0.27832544439113827,0.9686767666128813,0.05658904194271857
Ses01F_impro03_M014,hap,Ses01F,Ses01,0.6439242858055292,0.26952771623665445,0.9134520020421837,text-preferred,0.8971968344781049,0.9992263378394322,0.2884933265260546,0.9539350047170932,0.07361439347731927
Ses01F_impro03_M015,hap,Ses01F,Ses01,0.6180090634310191,0.2704552121769605,0.8884642756079797,text-preferred,0.9321316129963438,0.9566405516081844,0.37178574797340147,0.9729284839488683,0.048598986292181456
Ses01F_impro03_M016,neu,Ses01F,Ses01,0.6236824586380342,0.2624127564557412,0.8860952150937753,text-preferred,0.6973893793748592,0.9830231003094905,0.3796826163540822,0.8454282297066836,0.2166885751391354
Ses01F_impro03_M017,sur,Ses01F,Ses01,0.6499358295278121,0.27291689401385716,0.9228527235416693,text-preferred,0.9616762938255903,0.9993555954055695,0.2571575881944359,0.9856198797474547,0.027443213951656168
Ses01F_impro03_M018,sur,Ses01F,Ses01,0.65829365692087,0.276595426553638,0.934889083474508,text-preferred,0.9747276993109885,0.9993724022477085,0.21703638841830597,0.9913321989524307,0.018097620923633276
Ses01F_impro03_M019,neu,Ses01F,Ses01,0.6578177148800186,0.27301109909527427,0.9308288139752929,text-preferred,0.7050558450262623,0.9967597000567425,0.23057062008235718,0.8439095296624527,0.21119892362064657
Ses01F_impro03_M020,neu,Ses01F,Ses01,0.6430408636573929,0.2691664175897068,0.9122072812470996,text-preferred,0.9040002417371715,0.9998307250554963,0.29264239584300117,0.9615413995040557,0.06874274379037414
Ses01F_impro03_M021,neu,Ses01F,Ses01,0.6649077432206449,0.28122896953450477,0.9461367127551497,text-preferred,0.9987516227667459,0.9937724992668774,0.17954429081616774,0.9997539731252608,0.0008950436376030507
Ses01F_impro03_M022,exc,Ses01F,Ses01,0.6790777310130313,0.27623250547811795,0.9553102364911492,text-preferred,0.4484353969467847,0.9999926878006977,0.14896587836283576,0.6641101258372906,0.3949546327741808
Ses01F_impro03_M023,hap,Ses01F,Ses01,0.6404010790617329,0.28913044636433555,0.9295315254260685,text-preferred,0.957563919810384,0.9267619489124042,0.23489491524643866,0.9852267673852563,0.030387921628398856
Ses01F_impro03_M024,neu,Ses01F,Ses01,0.6668990247793611,0.2801385388728015,0.9470375636521626,text-preferred,0.9814788286043923,0.9999674583267878,0.17654145449279104,0.994453868521392,0.01326340541126531
Ses01F_impro04_F000,neu,Ses01F,Ses01,0.539604010544116,0.3904797341677728,0.9300837447118888,text-preferred,0.826624087886727,0.4483940905296523,0.23305418429370445,0.9232462468591466,0.1241487339551091
Ses01F_impro04_F001,neu,Ses01F,Ses01,0.6438131034477275,0.2832544217419435,0.927067525189671,text-preferred,0.9428216498251002,0.9518917901937,0.24310824936776348,0.9786665062021787,0.04094427555869717
Ses01F_impro04_F002,fru,Ses01F,Ses01,0.633590425304681,0.27098051306438076,0.9045709383690618,text-preferred,0.688643159744474,0.9652662452025246,0.3180968721031275,0.8270618523108361,0.2229513955909813
Ses01F_impro04_F005,neu,Ses01F,Ses01,0.46153596373113376,0.4567736884304462,0.9183096521615799,text-preferred,0.7183357953831296,0.12595255210740444,0.2723011594614001,0.8136839791370873,0.20168967868863671
Ses01F_impro04_F006,neu,Ses01F,Ses01,0.6606729671326653,0.27394520009817647,0.9346181672308418,text-preferred,0.6889500315353367,0.9977307372801747,0.2179394425638612,0.8493162313711559,0.2227316568913913
Ses01F_impro04_F007,fru,Ses01F,Ses01,0.6412259271641861,0.2743135612143098,0.915539488378496,text-preferred,0.9977295842896075,0.9823664496694485,0.2815350387383467,0.9994899876303036,0.0016268847927186285
Ses01F_impro04_F009,neu,Ses01F,Ses01,0.6861527811700558,0.29072778582725073,0.9768805669973066,text-preferred,0.8401240520837578,0.9836758451846451,0.07706477667564476,0.9198377219337466,0.11448194585175256
Ses01F_impro04_F013,neu,Ses01F,Ses01,0.6799797284744138,0.2833024700215535,0.9632821984959673,text-preferred,0.7759837327548174,0.9964872668075838,0.12239267168010946,0.8776970720057663,0.16041028068177088
Ses01F_impro04_F014,neu,Ses01F,Ses01,0.6619990600368943,0.3119889553465759,0.9739880153834702,text-preferred,0.9701356986660831,0.8843811395362379,0.08670661538843215,0.9897503982079132,0.021385770177728344
Ses01F_impro04_F016,fru,Ses01F,Ses01,0.5303264601793002,0.4043506699322787,0.9346771301115788,text-preferred,0.7262979911073475,0.39006625016976193,0.21774289962807014,0.8605532473037184,0.19598826661227026
Ses01F_impro04_F017,fru,Ses01F,Ses01,0.6260578349246751,0.31438170152870726,0.9404395364533824,text-preferred,0.8133791871140945,0.8127864687076166,0.1985348784887252,0.9122615031113231,0.1336328812721206
Ses01F_impro04_F018,fru,Ses01F,Ses01,0.6694898479825852,0.2771944757866447,0.9466843237692298,text-preferred,0.7164719800969453,0.9999995824269486,0.17771892076923396,0.8535475294615227,0.2030242827788685
Ses01F_impro04_F019,fru,Ses01F,Ses01,0.645707095228802,0.2706145227031485,0.9163216179319504,text-preferred,0.9313353990810478,0.9999960415062819,0.27892794022683187,0.9746770223833734,0.04916912344897502
Ses01F_impro04_F021,fru,Ses01F,Ses01,0.6352894091985359,0.27334337447966905,0.908632783678205,text-preferred,0.8742882158116534,0.9708468456759705,0.3045573877393167,0.9481180625428465,0.09001834530690196
Ses01F_impro04_F022,fru,Ses01F,Ses01,0.6605420013235614,0.27721611300278115,0.9377581143263426,text-preferred,0.9615925541804627,0.9999568273981113,0.20747295224552503,0.9863068983081626,0.027503176585147844
Ses01F_impro04_F023,fru,Ses01F,Ses01,0.6731630470327153,0.2764027607028375,0.9495658077355529,text-preferred,0.5900948777999406,0.9999993003100694,0.16811397421482405,0.764449380466891,0.2935179056649241
Ses01F_impro04_F024,fru,Ses01F,Ses01,0.6547386391884944,0.3133426380631473,0.9680812772516417,text-preferred,0.6951357436391674,0.8537426562262073,0.10639574249452759,0.8386190391405841,0.21830231416844909
Ses01F_impro04_F025,fru,Ses01F,Ses01,0.5823858194924224,0.34957564390351364,0.9319614633959361,text-preferred,0.8762665749409264,0.6373299240251935,0.2267951220135462,0.9388829350037312,0.08860172092065143
Ses01F_impro04_F026,fru,Ses01F,Ses01,0.6702017945615426,0.2754827879272198,0.9456845824887624,text-preferred,0.6546914681481658,0.9997031385669142,0.18105139170412546,0.7577872259874283,0.24726285328241784
Ses01F_impro04_F027,fru,Ses01F,Ses01,0.6694326067729153,0.2773926979312676,0.9468253047041828,text-preferred,0.7449937260984314,0.9999733096181502,0.17724898431939046,0.8570602184857327,0.1826009934345336
Ses01F_impro04_F028,ang,Ses01F,Ses01,0.6722654915806424,0.2780994234618466,0.950364915042489,text-preferred,0.7162382386951296,0.9990205988999497,0.16545028319170368,0.8257593218042966,0.20319165571181547
Ses01F_impro04_F029,ang,Ses01F,Ses01,0.6178252152262643,0.3226064048040007,0.940431620030265,text-preferred,0.9029402747064776,0.7782091929274686,0.19856126656578305,0.9541072500999135,0.06950174407605761
Ses01F_impro04_F030,ang,Ses01F,Ses01,0.627621864359596,0.2859809011066054,0.9136027654662013,text-preferred,0.9909029749094627,0.9190288424050447,0.2879907817793289,0.997822076689743,0.006515148596911612
Ses01F_impro04_F031,ang,Ses01F,Ses01,0.6604410796733088,0.2746705399113729,0.9351116195846817,text-preferred,0.7950381589770307,0.99988093910938,0.2162946013843944,0.8963761910007608,0.14676616296168923
Ses01F_impro04_F032,ang,Ses01F,Ses01,0.6784786787035956,0.281268149603724,0.9597468283073196,text-preferred,0.7415211406572163,0.9992494670987669,0.1341772389756016,0.8539647230772457,0.18508757392771824
Ses01F_impro04_F033,ang,Ses01F,Ses01,0.6552838031778115,0.28659471233574296,0.9418785155135545,text-preferred,0.7895193246972037,0.9497357166332392,0.19373828162148493,0.9008079914118498,0.15071798096520372
Ses01F_impro04_M000,neu,Ses01F,Ses01,0.6416517717509134,0.2707934639427919,0.9124452356937053,text-preferred,0.9724792247371549,0.9948782978300992,0.2918492143543159,0.9906474741639079,0.01970766424995673
Ses01F_impro04_M001,neu,Ses01F,Ses01,0.6941079450938282,0.2921235396626381,0.9862314847564664,text-preferred,0.8178643432835051,0.9885716087509887,0.0458950508117791,0.8985281229562078,0.13042123910275166
Ses01F_impro04_M002,neu,Ses01F,Ses01,0.5378382920796474,0.37456405630109285,0.9124023483807402,text-preferred,0.993446700925458,0.4948895770556882,0.29199217206419914,0.9982766257982483,0.004693687441108696
Ses01F_impro04_M003,neu,Ses01F,Ses01,0.6822567795456301,0.2767157482595022,0.9589725278051323,text-preferred,0.4644286353673289,0.9985105991958102,0.13675824064955908,0.593498389882466,0.3835025100395246
Ses01F_impro04_M004,neu,Ses01F,Ses01,0.6532174662618399,0.2745231411457081,0.9277406074075479,text-preferred,0.9854774530780855,0.9996499165219681,0.24086464197484053,0.9957530458628489,0.01040014926273498
Ses01F_impro04_M005,neu,Ses01F,Ses01,0.5692597389820747,0.3529811866630224,0.9222409256450972,text-preferred,0.8487259645884154,0.6036112971473996,0.2591969145163425,0.9282902351040279,0.1083224580003383
Ses01F_impro04_M006,neu,Ses01F,Ses01,0.6451543245659235,0.2716548148253968,0.9168091393913202,text-preferred,0.8957297007416306,0.9935821166241923,0.277302868695599,0.9589767910786241,0.07466494966715731
