utterance_id,emotion,speaker,session,g_text_calibrated,g_audio_calibrated,gate_sum_calibrated,gate_preference_calibrated
Ses01F_impro02_F002,sad,Ses01F,Ses01,0.5987608667350783,0.3038794974646349,0.9026403641997132,text-preferred
Ses01F_impro02_F003,neu,Ses01F,Ses01,0.6732135638363375,0.2740261542036838,0.9472397180400213,text-preferred
Ses01F_impro02_F004,sad,Ses01F,Ses01,0.6349350512298285,0.2917598399382095,0.9266948911680379,text-preferred
Ses01F_impro02_F005,sad,Ses01F,Ses01,0.6651501907416855,0.26954747515995325,0.9346976659016387,text-preferred
Ses01F_impro02_F006,neu,Ses01F,Ses01,0.6648947720725081,0.26846643637100687,0.933361208443515,text-preferred
Ses01F_impro02_F008,sad,Ses01F,Ses01,0.6876237948106543,0.2848246414854153,0.9724484362960696,text-preferred
Ses01F_impro02_F010,sad,Ses01F,Ses01,0.5531603354403553,0.3747077552752349,0.9278680907155902,text-preferred
Ses01F_impro02_F012,sad,Ses01F,Ses01,0.6687191816113753,0.2731975991044769,0.9419167807158522,text-preferred
Ses01F_impro02_F013,sad,Ses01F,Ses01,0.6540076088619574,0.2659119227609307,0.9199195316228881,text-preferred
Ses01F_impro02_F014,sad,Ses01F,Ses01,0.6453172932491485,0.2690643593685107,0.9143816526176592,text-preferred
Ses01F_impro02_F015,sad,Ses01F,Ses01,0.6636014836397635,0.26971521091472805,0.9333166945544915,text-preferred
Ses01F_impro02_F016,neu,Ses01F,Ses01,0.6440172470776345,0.26906363457263455,0.9130808816502691,text-preferred
Ses01F_impro02_F017,sad,Ses01F,Ses01,0.5842354885799532,0.3405579519603953,0.9247934405403485,text-preferred
Ses01F_impro02_F018,neu,Ses01F,Ses01,0.6718205402433425,0.27947420081077684,0.9512947410541193,text-preferred
Ses01F_impro02_F019,sad,Ses01F,Ses01,0.6617027590746807,0.2714628607944761,0.9331656198691568,text-preferred
Ses01F_impro02_F020,sad,Ses01F,Ses01,0.6307846077592614,0.28798324721951674,0.9187678549787781,text-preferred
Ses01F_impro02_M001,sad,Ses01F,Ses01,0.6669342721131838,0.28722590220042526,0.954160174313609,text-preferred
Ses01F_impro02_M003,fru,Ses01F,Ses01,0.665772057481452,0.2669649870616438,0.9327370445430958,text-preferred
Ses01F_impro02_M005,sad,Ses01F,Ses01,0.6645030460845558,0.28584681233641396,0.9503498584209698,text-preferred
Ses01F_impro02_M008,fru,Ses01F,Ses01,0.6312109348371889,0.260505100281136,0.8917160351183249,text-preferred
Ses01F_impro02_M009,sad,Ses01F,Ses01,0.6608972234541726,0.2675660052524262,0.9284632287065988,text-preferred
Ses01F_impro02_M010,sad,Ses01F,Ses01,0.6512224067346538,0.26975905582446547,0.9209814625591193,text-preferred
Ses01F_impro02_M011,sad,Ses01F,Ses01,0.635070612736784,0.25908320527341966,0.8941538180102037,text-preferred
Ses01F_impro02_M012,neu,Ses01F,Ses01,0.6114274481338677,0.32464006022021336,0.936067508354081,text-preferred
Ses01F_impro02_M013,sad,Ses01F,Ses01,0.6747711078489338,0.27939721200794043,0.9541683198568742,text-preferred
Ses01F_impro02_M014,sad,Ses01F,Ses01,0.6436979407442263,0.26870725923469363,0.9124051999789199,text-preferred
Ses01F_impro02_M015,neu,Ses01F,Ses01,0.6608768992714293,0.27054899395777154,0.9314258932292009,text-preferred
Ses01F_impro02_M016,fru,Ses01F,Ses01,0.4560993088452102,0.3964719400121565,0.8525712488573667,text-preferred
Ses01F_impro03_F000,hap,Ses01F,Ses01,0.5172888309204912,0.39058535923088034,0.9078741901513715,text-preferred
Ses01F_impro03_F001,hap,Ses01F,Ses01,0.6718688995764646,0.2724200032289964,0.944288902805461,text-preferred
Ses01F_impro03_F002,hap,Ses01F,Ses01,0.6206685960209968,0.2631831821145975,0.8838517781355943,text-preferred
Ses01F_impro03_F004,hap,Ses01F,Ses01,0.5835908588007256,0.27313825718498447,0.85672911598571,text-preferred
Ses01F_impro03_F005,hap,Ses01F,Ses01,0.609603181940616,0.2629026098545731,0.8725057917951891,text-preferred
Ses01F_impro03_F006,hap,Ses01F,Ses01,0.638073129915689,0.2649466350615157,0.9030197649772047,text-preferred
Ses01F_impro03_F008,hap,Ses01F,Ses01,0.6537153656278173,0.2618180756199385,0.9155334412477558,text-preferred
Ses01F_impro03_F009,hap,Ses01F,Ses01,0.6403323038253289,0.2606259234765561,0.900958227301885,text-preferred
Ses01F_impro03_F010,hap,Ses01F,Ses01,0.6229608754275606,0.2830760621575548,0.9060369375851154,text-preferred
Ses01F_impro03_F012,hap,Ses01F,Ses01,0.5755070797983244,0.3769968891394959,0.9525039689378203,text-preferred
Ses01F_impro03_F013,hap,Ses01F,Ses01,0.6582420221660114,0.2672627255891581,0.9255047477551694,text-preferred
Ses01F_impro03_F015,exc,Ses01F,Ses01,0.6555642899026605,0.2669169680540859,0.9224812579567463,text-preferred
Ses01F_impro03_F016,hap,Ses01F,Ses01,0.6539406200067567,0.2683711753929937,0.9223117953997504,text-preferred
Ses01F_impro03_F017,neu,Ses01F,Ses01,0.642945605398871,0.26648669074261044,0.9094322961414815,text-preferred
Ses01F_impro03_F018,neu,Ses01F,Ses01,0.6637210490677524,0.26409434880597993,0.9278153978737324,text-preferred
Ses01F_impro03_F019,neu,Ses01F,Ses01,0.7034544754419424,0.2857888032707681,0.9892432787127106,text-preferred
Ses01F_impro03_F021,hap,Ses01F,Ses01,0.6406005300744783,0.2637624156181893,0.9043629456926676,text-preferred
Ses01F_impro03_F022,neu,Ses01F,Ses01,0.6446345686702547,0.27534451712790803,0.9199790857981627,text-preferred
Ses01F_impro03_F023,neu,Ses01F,Ses01,0.6655685663573955,0.26954696645294235,0.9351155328103378,text-preferred
Ses01F_impro03_F024,hap,Ses01F,Ses01,0.6750176711652031,0.2692939652053663,0.9443116363705694,text-preferred
Ses01F_impro03_F025,hap,Ses01F,Ses01,0.6133463178268623,0.2566224077288244,0.8699687255556867,text-preferred
Ses01F_impro03_F026,hap,Ses01F,Ses01,0.6539533292315248,0.26329472609676496,0.9172480553282898,text-preferred
Ses01F_impro03_M000,neu,Ses01F,Ses01,0.6476557024614142,0.27669831333204414,0.9243540157934584,text-preferred
Ses01F_impro03_M001,neu,Ses01F,Ses01,0.6305356556165456,0.3182955980199077,0.9488312536364533,text-preferred
Ses01F_impro03_M002,sur,Ses01F,Ses01,0.6424467480107751,0.2998145717840486,0.9422613197948236,text-preferred
Ses01F_impro03_M003,exc,Ses01F,Ses01,0.5908183040292223,0.30934044788526033,0.9001587519144827,text-preferred
Ses01F_impro03_M006,neu,Ses01F,Ses01,0.6483802241597761,0.26439138855597993,0.9127716127157561,text-preferred
Ses01F_impro03_M007,hap,Ses01F,Ses01,0.6639253507194465,0.28970447891608975,0.9536298296355362,text-preferred
Ses01F_impro03_M008,neu,Ses01F,Ses01,0.6578938921935049,0.26663218672050776,0.9245260789140126,text-preferred
Ses01F_impro03_M009,neu,Ses01F,Ses01,0.6321218236977736,0.2776165321445964,0.90973835584237,text-preferred
Ses01F_impro03_M011,neu,Ses01F,Ses01,0.6499440937030404,0.2623312210591251,0.9122753147621655,text-preferred
Ses01F_impro03_M013,hap,Ses01F,Ses01,0.535252708782212,0.3812496579004465,0.9165023666826585,text-preferred
Ses01F_impro03_M014,hap,Ses01F,Ses01,0.6499335278619037,0.26351847418027996,0.9134520020421837,text-preferred
Ses01F_impro03_M015,hap,Ses01F,Ses01,0.6226470230866836,0.26581725252129595,0.8884642756079796,text-preferred
Ses01F_impro03_M016,neu,Ses01F,Ses01,0.6302449314955991,0.2558502835981761,0.8860952150937752,text-preferred
Ses01F_impro03_M017,sur,Ses01F,Ses01,0.653512173055157,0.2693405504865124,0.9228527235416694,text-preferred
Ses01F_impro03_M018,sur,Ses01F,Ses01,0.6618403303531929,0.27304875312131516,0.934889083474508,text-preferred
Ses01F_impro03_M019,neu,Ses01F,Ses01,0.6642032937456503,0.2666255202296425,0.9308288139752928,text-preferred
Ses01F_impro03_M020,neu,Ses01F,Ses01,0.6494290830179366,0.262778198229163,0.9122072812470996,text-preferred
Ses01F_impro03_M021,neu,Ses01F,Ses01,0.6675005167561832,0.27863619599896644,0.9461367127551497,text-preferred
Ses01F_impro03_M022,exc,Ses01F,Ses01,0.6841344321622247,0.2711758043289246,0.9553102364911492,text-preferred
Ses01F_impro03_M023,hap,Ses01F,Ses01,0.6457879320394531,0.28374359338661537,0.9295315254260684,text-preferred
Ses01F_impro03_M024,neu,Ses01F,Ses01,0.6715608350614664,0.2754767285906965,0.9470375636521629,text-preferred
Ses01F_impro04_F000,neu,Ses01F,Ses01,0.5485429214248556,0.38154082328703304,0.9300837447118886,text-preferred
Ses01F_impro04_F001,neu,Ses01F,Ses01,0.6499849394023935,0.2770825857872774,0.927067525189671,text-preferred
Ses01F_impro04_F002,fru,Ses01F,Ses01,0.6400094074535704,0.26456153091549134,0.9045709383690617,text-preferred
Ses01F_impro04_F005,neu,Ses01F,Ses01,0.46794565330357546,0.4503639988580046,0.9183096521615801,text-preferred
Ses01F_impro04_F006,neu,Ses01F,Ses01,0.6681541423666627,0.26646402486417897,0.9346181672308417,text-preferred
Ses01F_impro04_F007,fru,Ses01F,Ses01,0.6435283235009257,0.27201116487757043,0.9155394883784962,text-preferred
Ses01F_impro04_F009,neu,Ses01F,Ses01,0.6927186729737697,0.2841618940235368,0.9768805669973064,text-preferred
Ses01F_impro04_F013,neu,Ses01F,Ses01,0.686676468485473,0.27660573001049416,0.9632821984959672,text-preferred
Ses01F_impro04_F014,neu,Ses01F,Ses01,0.6673158477099942,0.30667216767347616,0.9739880153834704,text-preferred
Ses01F_impro04_F016,fru,Ses01F,Ses01,0.538159341450753,0.39651778866082604,0.934677130111579,text-preferred
Ses01F_impro04_F017,fru,Ses01F,Ses01,0.6330702209200916,0.3073693155332909,0.9404395364533824,text-preferred
Ses01F_impro04_F018,fru,Ses01F,Ses01,0.6764835724221446,0.2702007513470853,0.94668432376923,text-preferred
Ses01F_impro04_F019,fru,Ses01F,Ses01,0.6506494360206937,0.26567218191125686,0.9163216179319505,text-preferred
Ses01F_impro04_F021,fru,Ses01F,Ses01,0.6428269846483364,0.2658057990298686,0.9086327836782051,text-preferred
Ses01F_impro04_F022,fru,Ses01F,Ses01,0.6656791989170098,0.2720789154093326,0.9377581143263424,text-preferred
Ses01F_impro04_F023,fru,Ses01F,Ses01,0.6791506791851677,0.27041512855038496,0.9495658077355527,text-preferred
Ses01F_impro04_F024,fru,Ses01F,Ses01,0.6623335815445127,0.30574769570712906,0.9680812772516418,text-preferred
Ses01F_impro04_F025,fru,Ses01F,Ses01,0.5882945654572327,0.3436668979387033,0.931961463395936,text-preferred
Ses01F_impro04_F026,fru,Ses01F,Ses01,0.675332196820911,0.27035238566785147,0.9456845824887624,text-preferred
Ses01F_impro04_F027,fru,Ses01F,Ses01,0.6751536388596423,0.2716716658445405,0.9468253047041828,text-preferred
Ses01F_impro04_F028,ang,Ses01F,Ses01,0.6780136650844568,0.272351249958032,0.9503649150424889,text-preferred
Ses01F_impro04_F029,ang,Ses01F,Ses01,0.6226045493877841,0.317827070642481,0.9404316200302651,text-preferred
Ses01F_impro04_F030,ang,Ses01F,Ses01,0.6326338077967494,0.28096895766945185,0.9136027654662012,text-preferred
Ses01F_impro04_F031,ang,Ses01F,Ses01,0.6668980778335672,0.26821354175111434,0.9351116195846816,text-preferred
Ses01F_impro04_F032,ang,Ses01F,Ses01,0.6849712945314516,0.27477553377586783,0.9597468283073194,text-preferred
Ses01F_impro04_F033,ang,Ses01F,Ses01,0.662382886094218,0.2794956294193365,0.9418785155135545,text-preferred
Ses01F_impro04_M000,neu,Ses01F,Ses01,0.6458956508036239,0.26654958489008135,0.9124452356937052,text-preferred
Ses01F_impro04_M001,neu,Ses01F,Ses01,0.7003550452944105,0.2858764394620558,0.9862314847564664,text-preferred
Ses01F_impro04_M002,neu,Ses01F,Ses01,0.54121901167887,0.37118333670187026,0.9124023483807402,text-preferred
Ses01F_impro04_M003,neu,Ses01F,Ses01,0.6857099494385902,0.273262578366542,0.9589725278051322,text-preferred
Ses01F_impro04_M004,neu,Ses01F,Ses01,0.6574509208741053,0.2702896865334426,0.9277406074075478,text-preferred
Ses01F_impro04_M005,neu,Ses01F,Ses01,0.5767178114067308,0.3455231142383664,0.9222409256450972,text-preferred
Ses01F_impro04_M006,neu,Ses01F,Ses01,0.6524592320565499,0.26434990733477043,0.9168091393913202,text-preferred
Ses01F_impro04_M007,neu,Ses01F,Ses01,0.6433739159001274,0.2923333711207772,0.9357072870209046,text-preferred
Ses01F_impro04_M008,neu,Ses01F,Ses01,0.681135099850991,0.2761872903357496,0.9573223901867406,text-preferred
Ses01F_impro04_M009,neu,Ses01F,Ses01,0.6636018553672894,0.26770764930808116,0.9313095046753705,text-preferred
Ses01F_impro04_M010,neu,Ses01F,Ses01,0.6463958170453871,0.2667276138237133,0.9131234308691003,text-preferred
Ses01F_impro04_M011,neu,Ses01F,Ses01,0.5765501083394622,0.3247875734426225,0.9013376817820846,text-preferred
Ses01F_impro04_M012,neu,Ses01F,Ses01,0.6588481570305199,0.26892940248793606,0.927777559518456,text-preferred
Ses01F_impro04_M013,neu,Ses01F,Ses01,0.637071178259507,0.28039949600513703,0.917470674264644,text-preferred
Ses01F_impro04_M014,neu,Ses01F,Ses01,0.6628723857194986,0.2928125705800823,0.9556849562995808,text-preferred
Ses01F_impro04_M015,neu,Ses01F,Ses01,0.6435077217709951,0.2687692747948467,0.9122769965658418,text-preferred
Ses01F_impro04_M016,neu,Ses01F,Ses01,0.6762480903201633,0.26989525675219533,0.9461433470723586,text-preferred
Ses01F_impro04_M017,neu,Ses01F,Ses01,0.6659978998723161,0.26981629985007405,0.9358141997223901,text-preferred
Ses01F_impro04_M018,neu,Ses01F,Ses01,0.6915667054748056,0.2797746102591341,0.9713413157339397,text-preferred
Ses01F_impro04_M019,neu,Ses01F,Ses01,0.6950448382310507,0.2902348341027277,0.9852796723337784,text-preferred
Ses01F_impro04_M020,neu,Ses01F,Ses01,0.6827723226718039,0.28901136807572236,0.9717836907475262,text-preferred
Ses01F_impro04_M021,neu,Ses01F,Ses01,0.6516867602698354,0.26277867979037833,0.9144654400602137,text-preferred
Ses01F_impro04_M022,neu,Ses01F,Ses01,0.6456195020570866,0.27199782756470514,0.9176173296217918,text-preferred
Ses01F_impro04_M023,neu,Ses01F,Ses01,0.6447978423255359,0.31802600095996514,0.9628238432855011,text-preferred
Ses01F_impro04_M024,neu,Ses01F,Ses01,0.625492094479425,0.32868144568098184,0.9541735401604068,text-preferred
Ses01F_impro04_M025,neu,Ses01F,Ses01,0.6672269570039018,0.2706230561928024,0.9378500131967042,text-preferred
Ses01F_impro04_M026,neu,Ses01F,Ses01,0.6591824930476554,0.26869709644280737,0.9278795894904628,text-preferred
Ses01F_impro04_M027,neu,Ses01F,Ses01,0.6313383359826006,0.2830392103797427,0.9143775463623434,text-preferred
Ses01F_impro04_M028,neu,Ses01F,Ses01,0.6720801825286572,0.27943392200386913,0.9515141045325264,text-preferred
Ses01F_impro04_M029,fru,Ses01F,Ses01,0.6684441719841206,0.2847198204468083,0.953163992430929,text-preferred
Ses01F_impro04_M030,fru,Ses01F,Ses01,0.6698512340526954,0.2747382438259108,0.9445894778786061,text-preferred
Ses01F_impro04_M031,neu,Ses01F,Ses01,0.659371820454853,0.2726320645737651,0.9320038850286181,text-preferred
Ses01F_impro04_M032,neu,Ses01F,Ses01,0.6241605363911714,0.3469009720347943,0.9710615084259657,text-preferred
Ses01F_impro04_M034,fru,Ses01F,Ses01,0.6915054817239922,0.27782524252653645,0.9693307242505287,text-preferred
Ses01F_impro04_M035,fru,Ses01F,Ses01,0.6881355953575834,0.27578581651788603,0.9639214118754694,text-preferred
Ses01F_impro05_F000,fru,Ses01F,Ses01,0.6586742970852338,0.267393999181481,0.9260682962667148,text-preferred
Ses01F_impro05_F001,fru,Ses01F,Ses01,0.6573935841901593,0.26488146961451536,0.9222750538046747,text-preferred
Ses01F_impro05_F002,fru,Ses01F,Ses01,0.5902156374587371,0.353747865048679,0.943963502507416,text-preferred
Ses01F_impro05_F003,fru,Ses01F,Ses01,0.6477731398632255,0.26055075358506685,0.9083238934482923,text-preferred
Ses01F_impro05_F004,fru,Ses01F,Ses01,0.587852515376523,0.2977889109040707,0.8856414262805938,text-preferred
Ses01F_impro05_F005,fru,Ses01F,Ses01,0.6207364285317389,0.264922213453926,0.8856586419856649,text-preferred
Ses01F_impro05_F007,fru,Ses01F,Ses01,0.6765856694750938,0.30229375493176164,0.9788794244068555,text-preferred
Ses01F_impro05_F008,ang,Ses01F,Ses01,0.59560166351141,0.3359621845460195,0.9315638480574295,text-preferred
Ses01F_impro05_F009,ang,Ses01F,Ses01,0.6370554900853418,0.29345361087331845,0.9305091009586602,text-preferred
Ses01F_impro05_F011,ang,Ses01F,Ses01,0.6459127553911623,0.2785187761593895,0.9244315315505518,text-preferred
Ses01F_impro05_F012,ang,Ses01F,Ses01,0.6138606086734794,0.2658162193760768,0.8796768280495562,text-preferred
Ses01F_impro05_F014,ang,Ses01F,Ses01,0.6656541461308151,0.2655718359111076,0.9312259820419226,text-preferred
Ses01F_impro05_F015,ang,Ses01F,Ses01,0.5578219749608962,0.266680616402154,0.8245025913630503,text-preferred
Ses01F_impro05_F016,ang,Ses01F,Ses01,0.5491237243367266,0.27195765724287757,0.8210813815796042,text-preferred
Ses01F_impro05_F017,ang,Ses01F,Ses01,0.5886138564322918,0.2577446718683839,0.8463585283006757,text-preferred
Ses01F_impro05_F018,ang,Ses01F,Ses01,0.5909250250718318,0.24753602725773519,0.8384610523295669,text-preferred
Ses01F_impro05_F019,ang,Ses01F,Ses01,0.5012935418657877,0.36959363777283627,0.8708871796386239,text-preferred
Ses01F_impro05_F020,ang,Ses01F,Ses01,0.6245828882673613,0.2760577751492018,0.9006406634165631,text-preferred
Ses01F_impro05_F021,ang,Ses01F,Ses01,0.5039961117784543,0.37888983564638967,0.8828859474248439,text-preferred
Ses01F_impro05_F022,ang,Ses01F,Ses01,0.5370410687744884,0.3474138003343264,0.8844548691088148,text-preferred
Ses01F_impro05_F023,ang,Ses01F,Ses01,0.5753450017896142,0.33639337989041107,0.9117383816800253,text-preferred
Ses01F_impro05_F024,ang,Ses01F,Ses01,0.6118446562712694,0.3514396992611306,0.9632843555324,text-preferred
Ses01F_impro05_F025,ang,Ses01F,Ses01,0.5468605365164388,0.355593408533078,0.9024539450495168,text-preferred
Ses01F_impro05_F026,ang,Ses01F,Ses01,0.6541300705401091,0.26687835114726666,0.9210084216873757,text-preferred
Ses01F_impro05_F028,ang,Ses01F,Ses01,0.6470616317267075,0.2940481154654462,0.9411097471921537,text-preferred
Ses01F_impro05_F029,ang,Ses01F,Ses01,0.6820438422915754,0.2744140563083445,0.9564578985999199,text-preferred
Ses01F_impro05_F030,ang,Ses01F,Ses01,0.6807981011984553,0.27495744855016796,0.9557555497486232,text-preferred
Ses01F_impro05_M000,neu,Ses01F,Ses01,0.643552855054411,0.2616084114698282,0.9051612665242392,text-preferred
Ses01F_impro05_M001,hap,Ses01F,Ses01,0.6222291758696185,0.3089471981508198,0.9311763740204382,text-preferred
Ses01F_impro05_M002,hap,Ses01F,Ses01,0.6905378515835365,0.2764774094010626,0.9670152609845991,text-preferred
Ses01F_impro05_M003,neu,Ses01F,Ses01,0.7068414431209461,0.2931585568790538,0.9999999999999999,text-preferred
Ses01F_impro05_M004,neu,Ses01F,Ses01,0.6839047394751674,0.2768835889605713,0.9607883284357387,text-preferred
Ses01F_impro05_M005,neu,Ses01F,Ses01,0.5558557452667239,0.3975079886303348,0.9533637338970586,text-preferred
Ses01F_impro05_M006,neu,Ses01F,Ses01,0.6444388950472323,0.2703781634777627,0.9148170585249951,text-preferred
Ses01F_impro05_M007,neu,Ses01F,Ses01,0.6892119743132946,0.2829473963887357,0.9721593707020303,text-preferred
Ses01F_impro05_M008,neu,Ses01F,Ses01,0.6002531657055923,0.3608380747713797,0.961091240476972,text-preferred
Ses01F_impro05_M009,neu,Ses01F,Ses01,0.577099199807249,0.3608096023981789,0.9379088022054278,text-preferred
Ses01F_impro05_M010,neu,Ses01F,Ses01,0.6414727418533924,0.28716878139310914,0.9286415232465015,text-preferred
Ses01F_impro05_M011,neu,Ses01F,Ses01,0.6527446594925767,0.2693279001419815,0.9220725596345581,text-preferred
Ses01F_impro05_M012,neu,Ses01F,Ses01,0.654679544681542,0.2954695430304793,0.9501490877120213,text-preferred
Ses01F_impro05_M013,neu,Ses01F,Ses01,0.6537858002567521,0.319091982224098,0.9728777824808501,text-preferred
Ses01F_impro05_M014,neu,Ses01F,Ses01,0.5554704694915306,0.3881892032352491,0.9436596727267796,text-preferred
Ses01F_impro05_M015,neu,Ses01F,Ses01,0.662825653896443,0.2725232322671883,0.9353488861636312,text-preferred
Ses01F_impro05_M016,neu,Ses01F,Ses01,0.6673456513549759,0.27703736755440006,0.944383018909376,text-preferred
Ses01F_impro05_M017,neu,Ses01F,Ses01,0.6346724454760952,0.2714910765189858,0.906163521995081,text-preferred
Ses01F_impro05_M019,neu,Ses01F,Ses01,0.6320406109703052,0.2585933510862061,0.8906339620565114,text-preferred
Ses01F_impro05_M020,neu,Ses01F,Ses01,0.6465945772204788,0.25741710364096637,0.9040116808614451,text-preferred
Ses01F_impro05_M022,neu,Ses01F,Ses01,0.5821098768216322,0.2690388532162161,0.8511487300378483,text-preferred
Ses01F_impro05_M023,neu,Ses01F,Ses01,0.6138712161912333,0.28068311870663704,0.8945543348978704,text-preferred
Ses01F_impro05_M024,neu,Ses01F,Ses01,0.6217463521765972,0.31579112362466755,0.9375374758012648,text-preferred
Ses01F_impro05_M025,neu,Ses01F,Ses01,0.6240268480889006,0.25481644032953027,0.878843288418431,text-preferred
Ses01F_impro05_M026,neu,Ses01F,Ses01,0.6193069913222885,0.2694793043283231,0.8887862956506116,text-preferred
Ses01F_impro05_M027,neu,Ses01F,Ses01,0.6284637839874777,0.2817730645841709,0.9102368485716485,text-preferred
Ses01F_impro05_M028,neu,Ses01F,Ses01,0.6643072952273812,0.27719291186695816,0.9415002070943393,text-preferred
Ses01F_impro05_M029,neu,Ses01F,Ses01,0.6491645813763608,0.26421873800506446,0.9133833193814253,text-preferred
Ses01F_impro05_M030,neu,Ses01F,Ses01,0.6616628270124327,0.27038290629232387,0.9320457333047566,text-preferred
Ses01F_impro05_M031,neu,Ses01F,Ses01,0.6622898869224969,0.2758288140939271,0.938118701016424,text-preferred
Ses01F_impro05_M032,sur,Ses01F,Ses01,0.6660384167096834,0.266460982908767,0.9324993996184505,text-preferred
Ses01F_impro05_M033,sur,Ses01F,Ses01,0.6656988979606373,0.2784151690657297,0.944114067026367,text-preferred
Ses01F_impro05_M034,neu,Ses01F,Ses01,0.6744117691674141,0.2857096167508199,0.960121385918234,text-preferred
Ses01F_impro05_M035,neu,Ses01F,Ses01,0.6532439339666294,0.2667861792590604,0.9200301132256898,text-preferred
Ses01F_impro06_F002,sad,Ses01F,Ses01,0.5855439293244455,0.3418854545066824,0.9274293838311279,text-preferred
Ses01F_impro06_F003,neu,Ses01F,Ses01,0.6503758904766459,0.26279545102530716,0.9131713415019531,text-preferred
Ses01F_impro06_F004,neu,Ses01F,Ses01,0.5580740994266065,0.3275357477050333,0.8856098471316398,text-preferred
Ses01F_impro06_F005,sad,Ses01F,Ses01,0.66020128976543,0.2774139890546725,0.9376152788201025,text-preferred
Ses01F_impro06_F006,sad,Ses01F,Ses01,0.6539031054637978,0.2770727283957547,0.9309758338595525,text-preferred
Ses01F_impro06_F007,sad,Ses01F,Ses01,0.6768919767538509,0.2766197388098235,0.9535117155636744,text-preferred
Ses01F_impro06_F008,sad,Ses01F,Ses01,0.6701078154239585,0.2732687947664664,0.9433766101904248,text-preferred
Ses01F_impro06_F009,neu,Ses01F,Ses01,0.6693491115667451,0.2820309337135428,0.951380045280288,text-preferred
Ses01F_impro06_F010,sad,Ses01F,Ses01,0.5759813445606548,0.3351817794165351,0.9111631239771898,text-preferred
Ses01F_impro06_F011,sad,Ses01F,Ses01,0.6631745862371824,0.26933908098995574,0.9325136672271381,text-preferred
Ses01F_impro06_F012,sad,Ses01F,Ses01,0.6851768197260294,0.27231156106855264,0.957488380794582,text-preferred
